usuario,item,rating
688,100610024,10
2350,190340011,8
1533,190350025,3
424,100221024,1
336,100201007,240
817,100201024,536
2268,100221024,2
808,110200102,52
1974,120201038,2
3142,110200102,6
177,160520016,10
1916,100522011,10
165,120411052,1
2291,200211037,3
3496,110200102,5
761,100600126,11
399,100201024,33
288,160207016,2
1919,100102010,250
2387,150100117,45
1515,100750011,4
356,200232033,32
668,100201007,10
292,161000123,10
301,100221024,66
2215,110200102,7
2020,250203033,6
314,110200102,30
3586,100102010,15
837,100102010,510
376,110200102,12
2952,170311016,100
646,150200113,3
166,160100116,2
521,100101009,6
2690,100102010,22
2378,100102010,4
1717,100102009,6
2266,100620029,100
928,170200115,1
1405,160110016,4
159,110200102,27
2393,100201007,300
920,170214016,52
928,110200102,11
1473,150100117,2
522,110200102,5
406,100201007,211
3126,100101050,40
628,110200102,34
1949,200131037,5
2351,160520016,60
810,100201007,90
303,100201024,2
328,150100117,4
853,110200102,32
2625,100201007,10
4020,100201024,456
381,161050023,18
547,110200102,14
874,100101008,30
165,161020023,14
2340,150100117,40
1166,150100117,3
425,100201007,90
73,150260013,1
415,100201024,30
386,100600126,4
3573,100102010,30
2856,110200102,9
158,110200102,12
688,100122011,1
356,190340011,10
2211,100221024,6
1352,100101009,25
425,100201024,30
1617,160120016,5
293,110200102,6
254,160130016,12
401,100102010,21
306,100201024,100
1524,100101009,10
2854,100600126,20
2160,100221024,4
1270,160501016,18
617,100110011,6
3483,110200102,14
356,100101059,5
2335,100101009,30
2882,100102010,300
425,230100101,1
2115,100101009,30
2111,100221024,1
246,100201007,1160
715,100102010,130
1395,100101008,70
243,100620029,36
157,100600126,4
1667,110200102,7
3884,100201024,5
2183,190340011,4
2065,100201007,100
3858,100102010,70
520,110200102,4
810,160201015,1
1940,100101008,50
1632,100221024,6
157,100610024,2
289,100201024,60
387,160100116,11
817,160500116,2
3501,100600126,30
3799,250254037,3
2209,100101059,10
581,250140023,1
3261,100610024,10
3319,100221024,1
2205,100201007,188
1642,250204033,3
371,100101008,36
626,110200102,2
581,110200102,7
2854,100101008,30
2732,100102010,32
1017,110200102,2
305,100201024,200
2203,100102010,245
3666,100201024,200
444,100102010,150
316,110200102,19
782,100201024,26
652,100102010,210
2393,200118039,6
617,100522011,30
579,110200102,12
345,100101008,6
3319,100201024,100
2835,150100117,44
246,100610024,41
874,100221024,2
2165,100221024,1
901,150100111,2
369,100102010,5
2268,100101059,40
3555,100102010,50
578,110200102,2
165,100201007,15
1184,100102010,30
3002,200142039,2
429,200211033,2
752,100221024,1
754,100620029,63
1909,180220033,5
2152,100101059,60
2491,100101008,60
387,100610024,12
1617,110200102,29
246,100201024,576
264,100221024,1
383,100101009,83
3022,100102010,260
628,100102010,1702
157,200232033,2
617,250124023,6
2266,100610026,1
2291,250260038,1
1256,100101008,40
288,160201015,1
833,150100117,38
2387,100500111,2
1327,100101009,40
808,100221024,9
352,250251033,1
3382,100201007,150
352,200142037,3
2501,110200102,10
1945,100201024,50
321,100221024,2
2762,100102010,110
158,100201024,493
296,170214016,4
321,100610024,8
817,100201007,560
2432,100102010,150
2891,110200102,19
2930,100102010,40
1667,100225004,2
2498,100221024,2
1947,150100117,2
1065,100102010,160
3730,110200102,1
2387,160120016,11
2772,100101050,10
491,161010023,6
400,100101009,106
2382,250240033,7
246,100750011,20
2498,100201007,53
1944,150100117,68
158,150100117,24
2165,100102010,30
254,160201015,4
288,190360011,6
383,100201024,185
352,100610024,2
385,100201007,520
377,150100117,18
312,170200116,10
688,140160030,20
364,100201007,366
754,100101008,35
1909,160218016,6
1473,100201024,235
3328,100201066,100
2874,100201007,170
180,100101008,20
269,100122011,1
2203,100221024,6
402,150210013,1
536,160201015,2
536,150100117,78
2393,200222038,9
1533,250260038,2
325,110200102,2
243,100201007,172
2909,110200102,88
2110,100201024,371
3197,100221024,40
698,110200102,7
165,200621033,1
2068,100102010,60
1945,260200134,6
400,100201007,480
3002,100203042,2
766,150100117,7
2068,160110016,2
165,110200102,16
2170,110200102,9
259,150100117,9
3897,100402042,17
171,100102010,130
426,190340011,48
341,150100117,104
2071,160203016,80
3558,110200102,31
408,100201007,106
2930,100201007,10
356,100101009,6
2617,160201016,40
501,100101059,300
442,110200102,45
1082,100221024,1
3852,100102010,30
387,150100117,113
920,160205016,1
1544,100221024,6
288,150240033,6
3390,100102010,82
338,100201024,1035
376,100101009,15
566,150100117,6
327,110200102,46
2762,100101009,20
3483,150100117,18
573,100610024,20
270,150300111,25
1088,100600126,3
1395,100610024,3
4023,100201024,100
748,100201024,12
272,230100101,1
3658,100201024,200
1368,100101008,5
1166,110200102,1
158,100201007,211
2152,100221024,4
264,110200102,33
1483,100201024,70
1617,100110011,4
4102,100101009,15
441,100102010,50
877,260152034,5
2393,160110016,9
782,110200102,27
2130,150100117,30
1395,100620029,79
243,110200102,1
2267,100101009,10
269,160207016,1
79,110200102,2
4187,150100117,18
2393,100101009,30
1632,100101008,155
356,150100117,8
1278,100101009,5
354,100101009,26
2340,110200102,26
269,110200102,25
408,100221024,5
377,100101009,40
805,100201007,40
1786,110200102,37
1667,160120016,6
725,100102010,84
1544,100122011,4
281,100101009,12
1909,160213016,8
2350,100620029,6
1398,100221024,1
356,110200102,57
480,100102010,40
521,100102010,311
180,100610024,2
165,110311058,7
3125,110200102,1
778,100101009,1
789,100102010,14
524,100102010,18
3002,260151034,4
3016,100221024,2
283,150100117,4
2393,190350011,30
853,100201007,189
387,160218016,3
1919,100750011,8
1398,160201016,14
4130,100201007,20
3118,100201024,50
363,230100101,1
2387,100102010,75
246,100522011,2
3501,100201024,1600
125,100101009,74
3479,100101050,50
878,100102010,2
2814,100221024,1
415,150100117,12
610,100201007,15
2183,110200102,4
271,100610024,2
2110,100101008,35
686,100201024,190
525,150100117,5
304,150100117,50
2721,100102010,40
269,150100117,23
668,150100117,2
2647,100201024,100
2393,160205016,21
352,100610026,6
2386,100102010,20
402,160203016,1
2284,160500123,6
73,100122011,1
3156,190360011,4
387,160110016,5
81,150100117,2
270,100103006,1
180,100620027,60
754,100122011,1
323,150240013,10
928,190350011,12
294,100201007,95
265,110200102,11
323,160100116,1
775,100201024,16
1955,100101008,22
3112,100102010,40
2387,160110016,17
3201,150100117,21
1393,100201024,570
376,200232033,20
559,150100117,15
610,100201024,30
576,100600126,9
1620,160203016,3
807,100201007,854
2171,150100117,3
2351,100500111,4
3927,100221024,3
476,100102010,25
1473,100101008,150
2492,100201024,12
1578,100221024,1
743,100102010,100
323,150200113,6
2438,100101009,16
3311,100231066,400
1001,250140023,1
3121,100101008,20
308,110200102,11
3222,160204016,42
2089,100201024,294
175,100101009,80
1001,260151034,11
298,110200102,26
1786,100102010,40
411,100600126,223
3126,100101008,50
2259,100221024,4
688,100600126,4
808,100122011,1
2157,100101059,30
1667,160205016,6
2393,200247038,6
381,150210013,1
337,100101008,60
295,110200102,4
1166,190340011,1
1635,150100117,36
3126,100201024,30
295,100201007,145
724,100600126,14
659,150100117,43
4094,100201024,40
1667,100122011,4
757,110200102,61
527,100101009,65
352,160205015,1
701,230100101,1
1372,100101008,350
1666,100522011,2
920,100101008,102
381,110200102,10
2393,160130016,4
288,160205016,1
288,110200111,12
3252,100201066,50
265,100201024,5
693,100102010,50
3325,100610024,4
833,100102010,8
2307,100221024,3
342,150200138,10
158,140160016,14
1398,160203016,16
702,150100117,66
333,110200102,2
752,100201007,50
808,100101009,20
1620,150100117,18
444,100201024,170
288,150100117,20
713,100201007,205
351,100221024,1
2351,160204016,150
1945,200300139,4
2085,110200102,5
267,100600126,6
3640,150300163,2
2268,100102010,130
2148,100102010,100
387,160207016,2
581,100201024,88
539,100201007,866
1667,190340011,6
3497,110200102,2
2768,100221024,1
1256,150300111,1
837,100101008,5
491,161020023,24
351,170200116,1
733,100102010,91
748,100102010,15
1618,110200102,29
777,150100117,52
2138,100102010,88
3222,190350011,10
1327,100221024,3
364,110200102,9
2841,110200102,8
581,200232033,10
151,110200102,5
491,160500116,36
2360,150100117,6
782,150300112,2
1919,200321039,3
1004,100750011,6
2355,100201024,120
1949,160223016,20
451,110200102,37
688,100102010,301
1475,100102010,481
576,150100117,6
489,100221024,2
2854,100101050,60
698,100102010,5
411,100201024,914
626,150100117,7
626,100102010,185
165,170521037,1
80,100101008,51
177,160100116,10
1945,100221024,3
2945,100221024,3
1479,100201007,180
2203,100101009,40
765,110200102,10
505,110200102,9
1395,100221024,4
652,100201007,30
426,100221024,20
332,110200102,31
3328,110200102,2
693,100201007,150
2387,170200115,1
165,100261067,11
323,150100117,20
1487,150100117,6
777,100201007,50
1398,100160011,6
3501,100203042,1
401,100101008,20
1166,100102010,2
3241,100201024,1000
3006,100201007,100
3667,100201007,10
325,160207016,2
72,160201038,2
352,250201033,2
1919,100600126,13
3309,110200102,23
292,100221024,2
3658,100600126,24
4224,100101050,50
381,100522011,8
1544,160219016,3
536,100201024,40
699,100221024,1
274,160205016,2
402,160205016,1
1237,100102010,500
1909,190360011,3
243,150300112,1
3325,110200102,2
3136,100101009,30
288,100102010,1
1524,100102010,310
817,150100117,44
2713,150100117,40
4181,100102010,85
547,100102010,125
2925,100201007,320
642,100201024,14
3762,100610024,40
2506,100221024,1
688,250204033,3
177,100101008,10
2250,200232039,3
300,110200102,3
1941,100750011,3
1949,160100116,10
3266,100102010,80
1398,100110011,18
1909,160214016,5
491,100102010,20
581,100221024,1
2382,160201016,2
2215,100101008,100
1526,110200102,3
300,100201007,80
270,190360011,20
2887,160207016,3
533,100101009,90
290,100221024,1
3098,100102010,225
2697,100101031,14
688,200170033,3
2335,100201007,50
2814,100101008,45
833,260121034,2
277,100101008,1
3222,100101008,100
901,200300139,1
2218,100221024,2
2429,100102010,170
125,100101008,41
2183,100201007,180
2284,150100117,2
2393,160204016,21
3202,100600126,10
1474,100221024,1
2170,100101059,20
474,150100117,15
1070,150100117,23
2387,160217016,30
2024,110200102,41
754,260200134,13
1487,100201007,22
1270,150100117,33
270,100122011,20
480,110200102,6
800,110200102,1
576,100201007,1268
1620,160204016,3
2111,100201007,20
2380,100201024,12
3501,110200102,2
381,160500116,36
2085,160100116,12
464,150100117,2
2619,100101050,12
387,170233016,1
376,100201024,2
3212,100101008,20
690,100101008,40
265,150100117,1
272,100101008,55
165,160224016,1
1149,110200102,26
874,190340011,6
326,100101009,2
1207,100500111,2
352,150260013,2
944,150100117,2
3142,100101050,30
382,150210013,45
171,150100117,43
1499,100610024,11
1717,110200102,9
838,100221024,4
581,150100117,2
717,230100101,1
1456,100402042,2
290,100201007,200
2791,100101050,23
325,190360011,5
374,100201007,110
1192,100750011,11
287,110200102,2
808,100522011,6
2068,150100117,2
3109,100201024,140
877,160223016,12
2308,100102010,70
159,100122011,1
249,100221024,8
3130,200232039,20
3799,180281033,2
2393,160100116,5
754,260151034,14
1206,150100117,15
1916,100750011,24
2148,100201007,150
1405,160501016,6
289,100201007,60
2836,100221024,6
2439,260151034,3
2641,100201007,20
334,110200102,341
3487,100102010,50
2085,100201024,15
1911,110200102,17
5,100101059,1
2434,100522011,8
1617,100225004,2
576,100610024,23
3202,100101050,41
427,100102010,108
766,100201007,95
290,100101008,60
1544,160213016,81
778,100221024,1
3134,100620029,45
1949,160500116,12
360,100102010,192
920,170200116,20
270,100102010,32
647,100221024,5
2351,160208016,150
2112,110200102,1
2209,100101009,10
1456,160702040,4
1997,100201007,240
2698,100102010,30
4090,100201066,50
272,100201007,468
429,200100137,1
311,100102010,372
2196,110200102,1
3799,250240037,2
1909,100102010,6
1206,110200102,12
1922,100750011,5
837,100101009,15
254,100102010,240
3567,100102010,20
3121,100101009,12
1720,100101006,1
1380,150100117,51
387,160201015,2
1526,100102010,190
427,110200102,48
1398,160100116,12
1515,100221024,1
2768,100101008,45
3489,100102010,172
610,110200102,14
3202,100101031,10
2387,100201007,80
1223,100201007,40
413,100102010,3
733,100101008,16
2956,100201024,70
400,100101008,20
1538,250260038,2
1270,150200113,18
1088,100201007,110
2915,110200102,20
3881,150100117,18
2824,100201024,27
381,160214016,10
1083,150100117,30
381,161000123,6
2365,100102010,20
325,190340011,28
317,100102010,13
1270,100201024,10
1223,100221024,1
2801,100201024,15
846,150100117,5
3573,150100117,8
387,160213016,20
158,100102010,963
1395,100102010,345
3870,110311058,15
2360,110200102,10
2120,100102010,500
301,100610024,200
525,110200102,7
402,110200102,17
2887,180220033,12
688,100221024,9
810,100102010,190
2119,100201007,100
1368,150100117,6
1945,160501016,12
901,200311038,2
3121,100201024,24
1919,110200102,14
3501,100102010,200
296,100201024,143
4153,100201024,50
1262,110200102,1
1455,110200102,1
2492,100221024,1
345,100201007,338
581,100122035,2
2010,100102010,30
2839,100201024,120
659,110200102,46
1256,100201007,160
3211,110200102,31
2215,190350011,10
171,110200102,52
3759,100101059,120
73,140160016,1
166,100221024,4
3022,190340011,3
264,100102010,246
877,260151034,6
652,110200102,14
387,170217015,1
2071,160208016,40
646,100221024,1
272,100201024,460
2647,100201007,50
1473,100600126,3
2060,100102010,100
303,100102010,259
1632,100600126,7
2382,200132037,2
3006,160100116,28
246,100221024,12
2250,180222038,1
1094,100102010,304
3936,100102010,10
1923,100201024,400
2215,100101009,135
1617,140160016,40
3328,100201024,840
2255,100221024,1
387,160204015,1
2945,100102010,420
414,110200102,36
951,100102010,6
165,160201016,1
1405,170200116,80
539,110200102,29
292,100201007,115
295,100750011,10
423,100610024,5
1620,160224016,150
3799,180271038,2
2307,110200102,2
1947,100221024,19
3252,100610024,10
1475,100101009,40
2262,100102010,70
492,110200102,9
701,110200102,15
345,150100117,51
2111,100201024,134
2351,160205016,144
296,170233016,4
671,110200102,15
2952,170200116,100
2835,110200102,15
2309,100101008,5
877,161000123,9
1001,260152034,2
1620,110200102,96
761,100201007,20
2732,100201024,10
288,200110033,3
327,150310011,1
846,100221024,2
566,230100101,1
2431,100102010,50
293,100101009,2
269,160205016,1
877,110200102,3
272,100102010,724
2617,200105033,8
384,100102010,222
523,100201024,70
944,200211033,3
2266,100600126,14
2162,100101009,10
1970,100101006,10
1720,160201015,1
536,150240013,36
386,110200102,1
1515,110200102,14
1001,160201015,1
2869,100101050,92
1955,100201007,70
2518,100201024,50
2150,100221024,4
3551,100600126,31
177,110200111,5
474,100102010,2
342,150210013,12
171,100201007,570
296,110200102,30
246,100600126,55
288,250231033,1
3281,100201066,50
2822,100201024,750
747,100101008,10
493,230100101,1
1904,100201024,1385
646,150100117,8
2115,150100117,29
288,200136038,5
576,100221024,2
2431,170200116,49
374,110200102,9
2439,100201024,85
288,190340011,10
859,100201007,30
429,190340011,1
2250,200232033,4
157,160100116,1
2212,100201024,40
4143,100101043,101
1970,100201024,20
2143,150100117,12
426,160110016,18
381,190340011,12
1919,100101009,20
521,230100101,1
1984,140160016,6
1974,190350011,4
505,150100117,26
2250,180220033,2
2071,170213016,20
3114,100201024,500
1941,190340011,3
272,100221024,9
2125,200142037,6
1642,250231033,12
2434,190340011,30
2380,110200102,3
1667,160203016,1
2250,100102010,10
3222,160120016,12
2170,100201007,110
283,100201024,2
3556,110200102,5
782,100610024,1
292,110200102,14
3760,110200102,3
539,100102010,50
2085,100102010,20
2308,100201007,40
364,250231033,30
2291,200232039,3
501,150100117,9
2160,100102010,230
1578,100102010,12
2351,110200102,34
1062,100102010,10
3222,160130016,8
2250,150100117,4
2284,100102010,2
1487,100102010,10
2746,100101009,130
321,150100117,6
80,200232039,11
548,150100117,64
1666,150240013,12
2732,120411052,2
2393,200136038,9
2351,100101008,5
3897,100102010,7
1270,140160016,5
429,160207015,1
387,250121023,5
330,100201024,62
3834,100102010,10
387,100201007,12
518,110200102,6
901,180220033,15
166,100101009,4
269,160201016,1
701,150100117,26
2828,100231066,50
1620,160225016,30
1270,160520016,18
330,100201007,6
2223,100101031,10
400,100201024,15
158,230100101,3
493,100102010,17
702,110200102,44
1464,150100117,67
2382,160205016,2
3222,160100116,10
2768,100102010,172
2867,100101050,92
1388,100101009,30
2204,100102010,200
1524,100221024,2
304,100102010,100
2915,150100117,4
407,100221024,2
4048,100201024,160
2619,100201007,46
1475,100201024,310
3662,150100117,18
292,250140023,4
402,160204016,1
2646,100201007,20
322,100102010,675
402,150200113,1
254,160203016,8
281,100102010,1
260,100102010,300
480,190360011,6
3759,100221024,8
548,100102010,212
1947,160100116,24
686,100102010,922
877,201761,1
158,260152034,2
2387,100750011,4
2737,150100117,20
2363,100201007,60
2814,100101031,10
2166,160500116,9
476,100221024,2
1184,100102009,10
628,150100117,2
180,100600126,13
320,150100117,4
386,100610026,7
399,100102010,288
165,170524037,1
874,100201007,90
874,150100117,49
521,100201007,400
323,110200102,22
3135,110200102,20
928,170217015,1
1632,100102010,695
2307,100201007,231
1544,100610024,6
1916,100225004,2
989,150100117,80
584,100102010,80
301,100201024,1262
509,230100101,1
2085,160215015,1
1919,150100117,12
2010,100101043,30
295,100221024,2
444,230100101,1
771,110200102,94
2204,100221024,4
1256,150100117,16
2209,100102009,2
312,150100117,21
2891,160100115,1
1632,100610024,4
381,160213016,10
424,100102010,30
663,100221024,24
459,100102010,10
1473,110200102,4
872,230100101,1
782,100201007,118
2351,161000157,12
177,190340011,5
414,150100117,42
3384,100102010,82
381,100102010,3
295,100522011,4
323,100101009,2
3090,100201024,155
165,150300112,14
1499,160100116,7
157,100750011,6
1742,100101009,10
2084,100102010,88
342,100221024,6
2765,100101043,15
2171,100101009,30
566,100201024,171
403,100201007,90
1574,250260038,5
805,100750011,6
269,160201015,2
2382,200111033,6
1667,160211016,4
356,100101008,6
688,250231033,6
2432,190340011,6
2125,100101050,75
3667,100610024,1
399,100221024,1
2382,160207016,2
3135,150100117,1
928,170233016,1
2402,100102010,100
1088,100221024,2
165,170522037,1
315,150100117,100
661,100201007,770
1955,100101009,15
2856,100201007,15
757,100221024,20
541,230100101,1
1473,100101059,24
2071,160207016,27
387,110200102,26
2690,100201007,10
332,150100117,121
3016,100102010,100
2645,100101050,50
173,150100117,210
337,110200102,34
2705,110200102,8
1667,100522011,3
1617,190340011,16
288,100101008,2
1256,100221024,1
364,100610024,10
246,110200102,30
159,100600126,19
2085,100221024,1
766,100102010,30
165,200105033,1
2841,100201024,150
2355,100600126,2
754,100610024,9
3762,100101050,200
1909,160100116,5
2887,100201007,15
254,160205015,1
173,100201007,290
641,100610024,5
805,100102010,41
167,100102010,2
254,160100116,80
469,100201007,100
3774,100221024,3
752,150100117,2
1949,200150033,6
2000,100102010,30
3586,110200102,2
1786,100610024,10
2307,100102010,180
342,150300111,5
351,100102010,90
3799,200193039,2
2192,150100117,30
464,100102010,90
2020,100225004,2
295,100102010,87
659,100201024,40
2154,100201007,20
3319,100201066,50
800,100102010,6
2200,150100117,12
3199,190340011,4
3124,100102010,35
400,160500116,5
3109,100221024,1
3137,100102010,60
336,100102010,350
1483,100221024,4
1607,150100117,18
2351,160201016,378
581,100201007,102
303,110200102,4
782,150100117,32
1461,100102010,1270
2196,100221024,1
1398,100750011,24
2432,100221024,1
877,150240013,12
2309,100101009,8
888,100201024,137
342,100102010,200
306,100102010,2
381,100531011,3
2071,160701040,9
3130,100101009,50
1909,160130016,2
2693,100102010,6
533,100102010,280
476,100201007,30
467,100201007,433
2215,100101031,20
616,100102010,16
423,100201024,38
175,100102010,100
1544,160214016,31
844,100225004,1
330,100750011,3
2790,100102010,460
1984,160120016,2
878,100201024,100
2355,110200102,6
2205,150100117,5
754,150100117,106
610,100102010,115
381,140160016,16
1398,150100117,105
3196,100201024,60
3786,100102010,90
533,100221024,2
289,100101009,253
3479,100101008,100
888,100221024,3
817,100102010,1244
856,150100117,2
4090,100610024,10
806,150100117,33
316,100201007,310
1327,100201024,30
1618,190340011,10
633,100102010,160
2334,100221024,1
254,100750011,8
351,100201024,32
2391,100102010,14
269,100101008,11
853,100201024,10
243,100610024,3
260,100201024,50
293,100102010,252
1720,100101008,4
920,190350025,6
1720,160201016,1
2887,160203016,2
2308,100221024,2
254,200142037,25
718,150100117,23
2115,100102010,45
4105,100102010,10
2014,100101043,10
686,110200102,9
177,161000123,2
647,100102010,136
2617,160203016,69
444,100201007,40
3573,100201007,60
351,100201007,507
1974,100102010,16
688,250202033,2
522,100102010,274
125,260121034,2
451,100102010,500
323,150300112,1
151,100102010,6
356,100102010,159
754,100221024,5
125,100201007,185
2828,100221024,5
2732,110200102,2
399,150100117,12
1517,100221024,1
3311,100101008,100
246,100101008,12
1372,100102010,500
2085,190340011,15
1517,100101008,45
1473,100201007,80
1632,100620029,40
993,100102010,110
125,100522011,2
2433,100102010,100
371,110200102,32
402,100102010,1
301,110200102,25
559,110200102,7
406,100201024,150
3737,100101050,15
3481,100101008,100
2196,190340011,2
2351,100750011,14
356,100201007,50
2262,100221024,3
3677,110200102,7
2165,100101059,20
381,200202033,10
1941,100122011,4
371,100221024,1
2506,160100116,25
381,170214016,1
2071,100122011,7
2433,100201024,1227
3500,100201024,200
1418,100221024,1
3558,150100117,21
1082,110200102,12
3098,150100117,3
576,110200102,21
1004,100102010,200
2324,100101009,10
2845,100101050,50
3328,100610024,50
877,150260013,18
1919,120303038,6
271,150240013,33
1474,100201024,43
80,100101009,1
324,150100117,20
552,100610024,70
928,170214016,1
1666,100201007,50
294,110200102,3
2393,100101008,110
402,160207016,2
2786,100102010,70
338,110200102,111
536,160100115,1
371,100201024,40
3635,100201024,142
165,260151057,1
296,100610024,5
874,100201024,90
548,100201007,138
1667,161020023,10
177,100101009,14
1909,160203016,1
180,100101009,50
303,100201007,161
271,150300112,4
2721,100201007,50
